firstName,lastName,email,phone,companyName,status,leadSource,industry,annualRevenue,numberOfEmployees,street,city,state,zipCode,country
Joseph,Fleming,melaniesweeney@example.com,001-911-523-1402x3643,Dunn Group,Converted,Advertisement,Retail,4144449,639,756 Williams Village Suite 666,Lake Michelle,Maine,26106,Burkina Faso
Valerie,King,miguel38@example.org,(657)841-1059x893,"Vargas, Rogers and Jones",Contacted,Referral,Education,5127105,392,65909 Mark Inlet Suite 193,Williammouth,Louisiana,32545,United States Virgin Islands
Brandon,Perez,cathyrios@example.net,(522)933-1596,"Hall, Barton and Williams",New,Referral,Retail,2630428,5,22098 Christensen Lake Apt. 843,Garnermouth,Utah,11905,Bosnia and Herzegovina
Patrick,Woods,michael23@example.com,566-629-4505,Dennis PLC,Lost,Referral,Retail,2815978,483,7972 Melissa Fall Apt. 338,New Ashleyport,Washington,46054,Turkmenistan
Anna,Hall,tina33@example.net,219-451-7594,Odonnell and Sons,Qualified,Advertisement,Technology,8255151,542,81461 Howard Passage,Gilbertburgh,Michigan,84016,Saint Helena
Michael,Sparks,madison26@example.com,001-915-889-7181x264,Jones-Cole,Converted,Web,Healthcare,6731211,829,494 Jones Crossroad Suite 434,North Michael,Iowa,33420,Aruba
Denise,Olsen,christophertucker@example.net,444.545.6335x883,Cortez Inc,Contacted,Social Media,Finance,2235919,71,50900 Laura Centers,Russomouth,Delaware,71875,Guatemala
Christopher,Velez,kimberlywiggins@example.org,7615764111,Reed PLC,New,Email Campaign,Healthcare,6193694,619,872 David Spring,Lake Margaretside,Maryland,76026,Aruba
Lee,Wells,joelwatkins@example.org,+1-893-246-8912x94376,"White, Lamb and Herrera",New,Referral,Finance,652334,195,89372 Mccarty Stream,South Regina,Oregon,9326,Barbados
Joseph,Nolan,christopheryang@example.net,+1-508-864-8988x56536,Avila Inc,New,Referral,Technology,4721920,321,16347 Frazier Points,East Melissa,Indiana,23505,Netherlands
Marvin,Franco,christinehall@example.org,804.614.7333,"Burke, Bowers and Rice",New,Web,Technology,9667304,660,6125 Phillip Mall,North Susanville,Nevada,79319,Botswana
Ruben,Simpson,guzmanjames@example.net,001-819-317-0030x38978,Rogers-Sullivan,Lost,Web,Technology,5678944,649,2119 Ross Burgs,Thomasburgh,Louisiana,37003,Taiwan
Donald,Parks,teresahawkins@example.net,001-998-894-2444x5782,Norton and Sons,Qualified,Web,Finance,1140636,408,9758 Cathy Ports,West Briannaberg,North Dakota,33247,Indonesia
Heather,Terry,jacquelinevaughn@example.com,-6403,"Lewis, Owens and Johnson",Contacted,Social Media,Finance,3504638,441,1989 Patrick Ridges,East Mariehaven,Alaska,25840,Latvia
Mark,Snyder,jwright@example.net,001-988-469-0271x99486,"Thomas, King and Martinez",Qualified,Email Campaign,Retail,5110209,719,76566 Tucker Knoll Apt. 302,Crystaltown,California,51767,Lao People's Democratic Republic
Eric,Turner,zhopkins@example.com,535-567-4279,Haynes-Mccormick,New,Web,Finance,5318316,31,06931 Noah Courts Suite 984,Chaseton,Washington,86293,Australia
Michael,Taylor,randerson@example.net,(284)435-1117,Morgan-Pollard,Converted,Social Media,Healthcare,2191192,417,65200 Hodge Park Suite 678,South Johnbury,Louisiana,11982,Isle of Man
Deborah,Ortiz,gomezdeborah@example.com,(370)405-2202,"Hill, Montgomery and Sanford",New,Email Campaign,Education,1944092,197,85990 Rachel Pine Apt. 209,Port Wayne,West Virginia,20285,Argentina
Kristy,Jones,benjaminsantos@example.org,001-541-538-7067x15993,Walker and Sons,Qualified,Web,Education,1133908,727,8702 Mitchell Street Suite 405,North Robert,Ohio,26253,Montserrat
Renee,Williams,bchen@example.org,(990)639-6706,Taylor-Chen,Lost,Email Campaign,Healthcare,399385,351,46558 Gardner Mills,Patriciahaven,Texas,40152,Congo
Aaron,Flores,wbond@example.net,(850)746-2868,Chen-Moore,Converted,Web,Finance,3280890,921,723 Bennett Light,East Timothy,Vermont,32321,Singapore
Amanda,Wright,jessicadavis@example.org,674-554-4791x8461,"Mcfarland, Adams and Farmer",Qualified,Advertisement,Healthcare,4060607,657,394 Daugherty Parks Suite 941,Port Andrea,Oklahoma,94591,Palau
Dalton,Wilson,anthony12@example.net,396.921.5204x8006,"Rasmussen, Dunn and Brown",Converted,Social Media,Finance,4146051,363,616 Robertson Springs,Raymondchester,Montana,79430,Bahamas
Lisa,French,jenniferhensley@example.com,(711)744-0978x31807,Smith-Parker,Converted,Web,Finance,8327380,551,3339 John Land Suite 713,Maryport,West Virginia,98809,Peru
Kevin,Thompson,lstrickland@example.com,+1-575-430-0464x203,Wells PLC,Contacted,Referral,Finance,8883192,586,1110 Marc Ranch,Port Nicholas,Connecticut,46255,French Guiana
Laura,Cohen,istone@example.com,4092019445,"Mitchell, English and Villegas",Qualified,Web,Technology,7405918,50,7516 Mary Well,Thomasfurt,Connecticut,71955,Sri Lanka
Michelle,Roberts,lisa96@example.org,+1-656-608-5125x7874,Thompson-Stuart,Qualified,Social Media,Education,3599846,743,437 Taylor Locks Suite 202,Lake Dwaynebury,Maine,77256,Guernsey
Jamie,Mcclure,anthony91@example.org,505.209.9387x3281,Lindsey Ltd,Contacted,Web,Retail,1673416,226,60799 Rivera Lock,North Connie,Virginia,55359,Sierra Leone
Nicholas,Weaver,bmartinez@example.net,001-510-741-8061,Thompson Group,Lost,Referral,Finance,7289491,610,127 Campbell Plains Apt. 649,Brewerburgh,New Jersey,7847,Taiwan
Heather,Nunez,nathan36@example.net,(936)892-7492,"Taylor, Hernandez and Mitchell",Lost,Email Campaign,Healthcare,4926742,744,18097 Richards Greens,West Erichaven,West Virginia,68087,Madagascar
Alan,Miller,zachary81@example.net,721.954.5045,Marquez-King,Lost,Advertisement,Healthcare,1956730,264,32387 King Burg Apt. 697,New David,South Dakota,83640,Norway
Carla,Williams,julie75@example.org,(477)605-2612x431,Burgess Ltd,New,Web,Healthcare,3921511,936,40181 Amanda Loaf Apt. 959,New Johnside,Maryland,80007,Congo
Jonathan,Hester,simpsonlinda@example.net,438.690.6643,Fields LLC,New,Email Campaign,Retail,5731880,865,813 Victoria Plains,New Louis,Georgia,87721,Pakistan
Kristina,Ross,longsherry@example.com,+1-540-207-5289x9023,Hall-Ross,Converted,Advertisement,Education,3936551,587,6784 Julie Crossing,West Jacobfurt,Florida,42812,Heard Island and McDonald Islands
Anthony,Smith,rachel51@example.com,001-357-714-9983,Garner Inc,Qualified,Email Campaign,Healthcare,6424407,497,74204 Colleen Path,Alvarezberg,Washington,16967,Pitcairn Islands
Bradley,Sparks,joshua15@example.com,461.788.9495,Walker Inc,Qualified,Web,Technology,8662625,3,29183 Melissa Squares,West Ashleyview,Florida,79099,Mozambique
Bryan,Roy,jessicasherman@example.org,870.227.6115,Hopkins-Smith,Lost,Advertisement,Retail,3283678,925,796 Schultz Drives,Smithport,South Carolina,27740,Cook Islands
Brandon,Tate,shawnobrien@example.com,660.226.9670x53578,"Valencia, Oliver and Lopez",Contacted,Email Campaign,Education,7497908,955,1880 Nelson Divide Suite 041,North Kristinland,Florida,35735,Kazakhstan
Rebecca,Atkinson,robert65@example.org,341.902.3401,Schneider-Brewer,Contacted,Referral,Technology,7853509,764,810 Ward Pike,Port Justinmouth,Wyoming,21411,Rwanda
Rebecca,Cuevas,theresamurphy@example.com,952.304.2122,"Todd, Robinson and Mercer",Lost,Social Media,Finance,5865721,311,2797 Parker Circle,Port Sarahberg,South Dakota,34838,Cape Verde
Samantha,Little,vkennedy@example.net,559.593.5398x777,"Riley, Byrd and Brock",Lost,Social Media,Education,1416546,149,707 Shane Heights Apt. 450,Lorrainechester,Oklahoma,35471,Lithuania
Kathleen,Mathis,norrisalexis@example.net,(584)480-4728,Mahoney-Galloway,Contacted,Social Media,Education,3576776,45,35543 Jennifer Camp,Wilsontown,Pennsylvania,23741,Kuwait
Jessica,Wallace,pcollins@example.com,312.904.3046x389,Cohen-Perkins,Lost,Email Campaign,Finance,1302316,206,48485 Joel Track Apt. 845,West Joefort,Tennessee,24710,Heard Island and McDonald Islands
Andrew,Mendoza,kelly83@example.org,-7432,Lee-Adams,Qualified,Email Campaign,Technology,8545788,259,91668 Adams Mountain Suite 643,New Brianmouth,Montana,65547,Myanmar
Jennifer,Richards,plamb@example.com,804.837.1909x8278,Walker LLC,Lost,Advertisement,Healthcare,6014132,584,27385 Smith Crescent Suite 044,Youngtown,Michigan,81979,Poland
Janice,Shaw,alexander62@example.net,402-759-3869x436,Olsen and Sons,Qualified,Email Campaign,Finance,7762642,624,13064 Sanders Hills,North Michaelborough,Minnesota,50419,Cameroon
Nicole,Leon,meghan58@example.com,665.732.8707x208,Santiago-Shelton,Contacted,Web,Education,6929218,730,07959 Calhoun Estate,Kristinburgh,South Dakota,16738,Thailand
Wendy,Mason,jacob40@example.com,-5527,Cooper-Donovan,New,Social Media,Retail,9218529,520,707 Ryan Stravenue Suite 986,New Veronica,Indiana,79657,Moldova
Crystal,Yang,mandysmith@example.org,850.247.4227x004,Riley LLC,Lost,Social Media,Finance,902039,685,43402 Larson Meadow,South Christopherton,Oklahoma,32855,Trinidad and Tobago
Scott,Clark,nicholsonamy@example.net,-2938,"Clark, Reese and Reynolds",Converted,Referral,Healthcare,3791011,413,4309 Crystal Key Suite 889,North Jenniferstad,Oregon,90607,Ghana
Chad,Perkins,christopher36@example.net,001-952-474-1288x7508,"Padilla, Lopez and Mckee",New,Referral,Education,8721459,127,74092 Joseph River,Lake Justinstad,Nevada,95800,Samoa
Randall,Barron,smithmichael@example.org,462.980.3932x04524,"Ali, Blake and Jimenez",Qualified,Referral,Finance,5209389,906,221 Warren Plains,Christyland,Connecticut,48917,Colombia
Diane,Gardner,alexanderjustin@example.net,586.311.6522x35893,Miles LLC,Converted,Referral,Education,2144205,830,4648 Jason Turnpike,Rebeccaton,Wyoming,52501,Brunei Darussalam
Laura,Ware,joneschristine@example.net,323.986.8707,Gibbs-Jones,Lost,Referral,Healthcare,9608597,480,08673 Zachary Way,Angelaburgh,New York,45879,French Polynesia
Justin,Rodriguez,cruzjoanne@example.net,(756)253-2227x90850,"Sullivan, Walsh and Hurst",Qualified,Email Campaign,Education,1605075,950,035 Patrick Mountain,Cooleyshire,South Carolina,27423,American Samoa
Jasmine,Terry,urussell@example.org,760-839-4457,"Mccormick, Savage and Case",Lost,Email Campaign,Finance,1950297,847,265 Jason Estates,East Veronicashire,Indiana,3644,Martinique
Aaron,Lee,johnsonmichael@example.org,508.204.8641,Lopez-Morris,Qualified,Web,Technology,9258126,338,307 Robert Lakes,Carlville,Massachusetts,58032,Palau
John,Nguyen,terryandrew@example.com,906-866-3734x7941,"Watson, Marshall and Chang",Contacted,Web,Technology,8718748,953,7016 Michelle Field Apt. 850,North James,Montana,94576,Korea
Michael,Arnold,ashley96@example.net,(588)378-7610x9098,Davenport-Maldonado,Lost,Social Media,Finance,1280559,844,588 Jackson Mountains,Emilychester,Nevada,99026,New Caledonia
Bobby,Williams,jackfowler@example.net,001-213-709-5530,Kirby-Baker,Contacted,Web,Finance,6965677,124,007 Dustin Flats,Derrickchester,North Carolina,73919,Lebanon
Angela,Smith,hawkinsbrett@example.net,+1-973-711-7672x2243,"Day, Page and Gentry",Lost,Social Media,Education,2482360,85,48931 Daniel Throughway,Amyberg,Massachusetts,45573,Ukraine
Nancy,Elliott,bassphillip@example.com,9822110932,Sanders-Stewart,New,Social Media,Healthcare,1198721,303,73933 Robert Shores Apt. 898,Barbarafurt,West Virginia,63276,Armenia
Anthony,Ross,trujillocharlene@example.org,408.998.8054x20652,"Rodriguez, Lewis and Hopkins",Converted,Referral,Finance,1053842,116,06998 Roberts Ford Apt. 303,East Janiceville,Maryland,96060,Kenya
Sandra,Zimmerman,castillodavid@example.org,450-307-1490,"Jones, Hill and Smith",Lost,Social Media,Technology,7219300,808,42093 Lance Lodge Suite 482,West Jerrytown,Alabama,71674,Afghanistan
Heidi,Martinez,vleonard@example.com,649.202.7322x47200,"Garcia, Meyer and Odom",Lost,Web,Healthcare,4030509,879,19643 Joshua Way,East David,Utah,59958,Kyrgyz Republic
Rodney,Jones,wolfejose@example.com,+1-927-229-3704x114,Davis-Lewis,New,Referral,Healthcare,9001011,560,6874 Webster Rapids Suite 985,Cherylburgh,Wyoming,91689,Fiji
James,Webb,valenciadaniel@example.net,373-281-2422,Jackson-Reilly,New,Advertisement,Healthcare,6873106,422,741 Olson Extensions Apt. 146,Lake Susan,New Jersey,36785,Grenada
Christopher,Rasmussen,allen12@example.net,(497)372-4388,Lopez-Johnson,Qualified,Referral,Healthcare,4390811,453,110 Sutton Garden Apt. 969,Jonathanmouth,Kansas,74428,Dominica
Kerry,Mills,robertscarlos@example.org,385.751.7694,Madden-Smith,Contacted,Social Media,Finance,9527213,864,095 Ellis Inlet,Jonesborough,Kansas,86331,Spain
Edward,Walker,kayla80@example.org,001-915-659-5559x08089,"Martin, Thompson and Chandler",New,Email Campaign,Finance,8500922,858,3736 Williams Points Apt. 306,Ramseyside,Missouri,90448,Madagascar
Jonathan,Haas,johnny61@example.org,312-285-3426x9403,Fox Inc,New,Email Campaign,Education,4048058,548,55767 Gonzalez Grove,Seanhaven,Mississippi,14248,Haiti
Cynthia,Perez,darrellrobertson@example.net,+1-411-522-3439x4325,West-Freeman,Converted,Web,Healthcare,794546,969,4638 Julie Green Suite 698,Garzafurt,Pennsylvania,66732,Romania
Morgan,Scott,lscott@example.net,549.289.9850,Robinson PLC,Converted,Advertisement,Finance,2851432,2,11898 Chandler Canyon Apt. 424,Brookshaven,Oklahoma,93541,Georgia
Ricardo,Lara,matthew29@example.com,+1-939-313-1566x997,Bailey Inc,New,Web,Healthcare,3308067,725,93151 David Walks Suite 802,Jessicaburgh,Iowa,79917,Luxembourg
Katherine,Cross,shelly22@example.net,386.902.0245x3922,Santana LLC,New,Referral,Retail,6472987,234,0825 Matthew Inlet Suite 939,Robertton,Kentucky,33193,Saint Pierre and Miquelon
Brandon,Tapia,rjones@example.net,+1-500-881-0383x59889,"Pacheco, Moore and Holloway",Lost,Referral,Finance,2742801,167,120 Linda Run Apt. 023,Mariahton,Colorado,69559,Iceland
Michael,Rivera,pattersoncassie@example.com,001-839-880-3430x26973,"Kelly, Meyer and Mcdonald",New,Referral,Education,599914,795,5149 Anderson Curve,West Jeffreyton,Wisconsin,45413,Solomon Islands
Robert,Wilson,jgraham@example.net,3235349879,Sanchez-Allen,Converted,Advertisement,Technology,6650933,65,1606 Sutton Extensions,South Heather,Ohio,68479,Japan
Erin,Lopez,ywright@example.com,373.498.1883,Daniel Inc,New,Social Media,Finance,6279571,8,1372 Gutierrez Pines Suite 378,Lake Troystad,New Hampshire,19498,Mexico
Samantha,Gross,reesechelsea@example.net,(592)263-9052x8273,"Smith, Oconnor and Brown",Lost,Advertisement,Retail,9054630,793,8334 Wanda Crescent,South Tracy,Minnesota,45939,Faroe Islands
Matthew,Curtis,bsmith@example.org,+1-595-395-8483x48406,Green-Martinez,Converted,Email Campaign,Retail,5432416,591,331 Li Squares,East Rogerstad,Utah,46718,Zimbabwe
Deanna,Thomas,christina58@example.org,421-996-9428x45007,"Roman, Griffin and Garrison",Contacted,Social Media,Healthcare,8682500,849,697 Henderson Squares,New Sierra,Kansas,9387,Rwanda
Joseph,Vasquez,achavez@example.com,001-433-846-3853x72482,Mccarthy PLC,Converted,Advertisement,Healthcare,9310841,713,1630 Kristin Estates,East Jonathan,Virginia,54558,Liechtenstein
Joan,Mitchell,butlerdaniel@example.com,(880)522-4216,Lawson LLC,Converted,Social Media,Finance,7872781,178,246 Madison Cliff,Port Carrieland,Montana,60052,French Southern Territories
Brittany,Clements,aford@example.org,491-678-6188x7751,Smith-Rogers,Qualified,Advertisement,Technology,8182496,66,4008 Wheeler Ports Apt. 818,Lewishaven,Oregon,68097,Philippines
Kenneth,Payne,coxrobert@example.net,848-719-4148x850,Young-Williams,Contacted,Email Campaign,Technology,4487258,932,27873 Wiggins Ferry Suite 527,Wuborough,Nevada,20794,Tokelau
Donald,Estrada,omiller@example.com,881.681.7005x46327,Harding-Callahan,Converted,Referral,Healthcare,8543572,146,3502 Waller Estate,North Jackieshire,New Hampshire,62192,Mexico
Alyssa,Potter,kimkelly@example.org,001-268-577-7640x89512,"Bell, Garcia and Jarvis",New,Advertisement,Healthcare,8415907,518,89629 Rivera Ramp,Perezmouth,South Dakota,85825,Micronesia
Sierra,Smith,jacob53@example.org,421.481.7714x68592,Collins and Sons,Qualified,Advertisement,Education,6830178,738,3824 Christopher Rapid,Lake Paulburgh,Arizona,4187,Colombia
Julie,Aguilar,curtis60@example.net,(999)429-6724x712,Sandoval Ltd,New,Referral,Technology,2299955,667,537 Jason Vista,Williamsport,Indiana,28060,New Caledonia
Angie,Leonard,katie23@example.net,262-278-3354,Curry-Fisher,Lost,Social Media,Technology,2805794,701,087 Jeffrey Plain Suite 465,North Kristine,New Jersey,93341,Peru
Nicholas,Jennings,brittany69@example.net,263.622.1156,Whitaker-Jones,Converted,Advertisement,Healthcare,5217741,55,00629 Edward Station,Sanchezmouth,Connecticut,15953,Lao People's Democratic Republic
Danny,Campbell,stephanie53@example.net,001-696-897-6763x546,Reed and Sons,Lost,Email Campaign,Retail,8267347,788,69758 George Way Suite 379,Lake Johnfurt,Colorado,15029,Bosnia and Herzegovina
Victoria,Ramos,steven12@example.net,(666)347-2949x5737,Crawford Group,Converted,Referral,Retail,950107,117,715 Henderson Springs,Lake Davidburgh,South Dakota,84473,Pakistan
Gabriel,Miller,latasha82@example.net,+1-793-237-3575x023,Zavala-Wilson,Qualified,Advertisement,Healthcare,6235016,444,94134 Charles Drives Suite 620,Markshire,South Carolina,78494,Hungary
Ethan,Baker,vgreer@example.net,+1-942-702-5158x775,Reed Group,New,Email Campaign,Technology,4636996,489,77290 Lisa Vista,Fostermouth,Louisiana,31370,Senegal
James,Stephenson,lindsey43@example.com,845-966-9960,"Moore, Booker and Wood",Lost,Advertisement,Finance,984517,831,044 Tyler Viaduct Suite 648,Phammouth,West Virginia,72646,Kazakhstan
Ashley,Stokes,johnhurley@example.org,684-909-2173x9249,"Houston, West and Burns",New,Referral,Technology,9511320,689,5955 Christina Corner,South Nancy,Hawaii,18523,South Africa
Erica,Weiss,kathycopeland@example.org,(308)919-9444,House-Gordon,Converted,Advertisement,Finance,7270852,559,808 Connor Circle Suite 835,New Yolanda,Maryland,58222,Honduras
Joyce,Phillips,yarnold@example.net,001-403-229-1883,"Sullivan, Anderson and Maxwell",Qualified,Social Media,Education,490714,289,3410 Fox Loop,West Aprilberg,New Mexico,39504,Latvia
Willie,Blair,jonathandixon@example.net,(794)358-5051x875,"Scott, Roberson and Sandoval",Converted,Social Media,Education,4297476,501,43784 Watson Harbor Suite 294,Collinsshire,New Hampshire,75815,Austria
Joshua,Wagner,bianca57@example.com,001-734-998-9442x79808,"Ryan, Sullivan and Rubio",New,Web,Education,4784407,682,3229 Lewis Manors,Michaelside,Indiana,39816,Georgia
Sandra,Burke,blackwellwilliam@example.net,416-692-6633x58150,Adkins Group,Contacted,Advertisement,Finance,6772946,896,10038 Karen Meadow,West Matthew,Iowa,24195,Costa Rica
Philip,Lewis,thompsonjackie@example.com,7848290701,Bates-Johnson,Contacted,Social Media,Finance,6131496,912,29244 Shane Meadow Suite 396,New Andrewton,Massachusetts,64644,United States of America
Angela,Bass,ngilbert@example.net,829-397-8048,Morris Ltd,Lost,Advertisement,Retail,5510835,699,862 Kyle Skyway Apt. 629,Marissaberg,Nevada,92804,Singapore
Adam,Lewis,ahoffman@example.org,(287)462-6111,Hall Ltd,Lost,Advertisement,Education,5596411,270,049 Clarke Lights Apt. 198,New Zachary,Nebraska,2410,Honduras
Katherine,Parrish,boyderica@example.net,(731)384-8280x874,"Gordon, Washington and Perry",Lost,Advertisement,Technology,9073330,830,980 Tasha Crest,Cunninghamland,Missouri,74986,Qatar
Jessica,Evans,allenerin@example.org,001-556-584-5902x1031,"Austin, Williams and Powell",Lost,Email Campaign,Education,5959551,110,44134 Kline Lodge Suite 078,Mayoville,Oklahoma,19641,Moldova
Teresa,Gonzalez,todd50@example.org,(474)849-9131,Sanchez Ltd,New,Web,Technology,8679061,355,354 Mayer Ways Apt. 894,South Steve,Michigan,96461,United States Minor Outlying Islands
Kaitlyn,Horn,raymondlindsey@example.com,+1-434-434-8985x30790,Clark Inc,Qualified,Email Campaign,Finance,2490814,490,50855 Keith Neck Suite 538,New Chadville,Wisconsin,90336,Christmas Island
Courtney,Jackson,weaverlisa@example.com,(865)915-0310,"Colon, Anderson and Johnson",Qualified,Web,Healthcare,541969,593,84692 Jones Stravenue,Robinsonborough,Oregon,38699,Haiti
Alexander,Peterson,carriesmith@example.net,910-504-9555,Sanders-Glover,Contacted,Referral,Finance,3863282,188,26907 Marks Harbor,Levyhaven,Florida,53072,Dominica
Erika,Hudson,levinethomas@example.net,+1-554-224-2147x73250,Mccarthy Inc,Lost,Web,Healthcare,4818235,448,5751 Mendoza Corners,New Derrickmouth,Arkansas,9032,Uruguay
Ashlee,Rios,martinezrichard@example.org,368.588.6879x999,Lopez-Prince,Lost,Social Media,Finance,7573501,601,467 Brown Corners,Reedburgh,Iowa,17297,Saudi Arabia
Ariel,Carlson,tannernichols@example.net,488.779.9135x2176,Harvey PLC,New,Social Media,Education,488821,227,803 Wanda Place,Smithfort,Hawaii,98453,Honduras
Valerie,Evans,stonerodney@example.net,001-942-603-7385x4974,Bell Group,Qualified,Email Campaign,Retail,321912,404,95598 Reese Walk Suite 411,East Rebecca,Utah,40739,Saint Kitts and Nevis
Anna,Berg,nmarquez@example.com,510.587.9783x00903,Mills-Bush,Contacted,Web,Retail,157658,164,472 Barton Wells Suite 429,New Cynthia,Florida,59598,Nauru
Melinda,Nelson,richard44@example.com,727.962.3560,Wilson Ltd,Qualified,Advertisement,Education,7394307,122,29002 Ortega Alley Suite 873,Bradleytown,New Mexico,37300,Singapore
Christina,Luna,hthornton@example.com,263.495.4461,Davis-Wright,Qualified,Advertisement,Technology,5381628,478,4495 Williams Fall,Taraland,Kansas,19818,Lithuania
Stephen,Ford,ashleyoliver@example.net,001-705-459-3646,"Hartman, Palmer and Case",Qualified,Advertisement,Education,6082705,54,251 Chelsea Shore Apt. 328,West Kenneth,Maine,23592,South Africa
Patricia,Martinez,joseph48@example.org,(457)523-7167,Moore Inc,Lost,Social Media,Technology,4212012,708,23588 Williams Turnpike Apt. 688,North Madelinehaven,Connecticut,8082,Saint Pierre and Miquelon
Jennifer,Johnson,juliafisher@example.org,(747)802-1735x0447,"Golden, Riley and Wilson",Qualified,Advertisement,Education,8680743,653,155 Russell Tunnel,Jenniferport,Arizona,69710,Antigua and Barbuda
Regina,Tucker,nelsonmalik@example.org,825-706-2199,Copeland PLC,Lost,Web,Technology,2737677,855,8795 Carroll Keys,East Brittanybury,Missouri,32524,Norway
Heather,Johnson,johnsonwilliam@example.org,492.561.0730,Odonnell Inc,Contacted,Web,Retail,4266958,948,28852 Alyssa Streets Apt. 831,North Susan,Delaware,45549,Kenya
Travis,Richardson,jacobcarey@example.net,001-855-422-8436x068,Sawyer-Luna,Converted,Social Media,Technology,7448700,712,82168 Joshua Gateway,East Danahaven,South Carolina,46812,Northern Mariana Islands
Gregory,Poole,jenniferblackwell@example.org,6139057916,"Douglas, Powell and Moran",Qualified,Advertisement,Education,9161953,458,638 Angelica Shores Suite 177,Robertside,Ohio,84881,Austria
David,Terrell,frenchamanda@example.org,+1-614-235-7004x5144,Smith Group,Qualified,Social Media,Retail,8007047,243,901 Brenda Freeway Apt. 271,Obrienton,Iowa,99218,Congo
Dawn,Ramirez,johnmarshall@example.com,9008484969,Rasmussen Ltd,Converted,Email Campaign,Retail,273179,568,85520 John Unions Apt. 418,Lake Nathanside,California,4170,Paraguay
Scott,Smith,lewistracy@example.net,617-981-4179,Duncan-Mitchell,Converted,Advertisement,Technology,6448707,746,82079 Amanda Hollow Suite 176,Baileyland,Pennsylvania,41646,Brazil
Melinda,Bowers,jennifergordon@example.org,(972)441-9977,Weaver-Mccarthy,Qualified,Social Media,Technology,2852290,4,631 Schwartz Fords,East Jorgeburgh,Louisiana,7685,Saint Martin
Christopher,Carroll,millerlori@example.com,237-745-0610x3912,Christian Group,Contacted,Referral,Education,3666342,673,079 Hampton Fall Apt. 670,Greenside,Alabama,73634,Slovenia
Christopher,Castro,becksonya@example.org,661.426.2203x417,"Hill, Aguilar and Barnes",Lost,Web,Technology,6704994,274,8666 Nolan Street Suite 890,East Kayla,Louisiana,17022,Burkina Faso
Edwin,Park,leblancnicholas@example.net,001-556-782-9284x352,Thomas-Woods,New,Web,Retail,9370469,465,6962 Hanna Freeway,East Crystalside,Colorado,48663,Djibouti
Samuel,Gonzalez,pellis@example.org,428-767-7770x937,"Perez, Moore and Fox",Qualified,Web,Retail,1476622,898,954 Thornton Meadows,Phillipsmouth,South Dakota,9320,Burkina Faso
Madison,Bailey,juarezshannon@example.com,569.668.2522x421,Harris-Boyd,Contacted,Email Campaign,Education,7865122,400,54571 Rachel Parkway Suite 884,Tinastad,Minnesota,59083,United States Minor Outlying Islands
Mark,Sullivan,sosajames@example.net,001-583-356-8319x055,Moore Inc,Lost,Advertisement,Education,4417847,667,325 Travis Passage,North Johnathan,Alaska,15655,Tajikistan
Jennifer,Hogan,tracibailey@example.net,+1-758-669-4128x360,"Ayala, Stokes and Little",New,Social Media,Finance,6192060,343,24374 Leslie Mission,New Amy,Hawaii,12451,Seychelles
Nicholas,Jones,joshua99@example.net,491.207.8132x586,"Welch, Walker and Mcdonald",Lost,Advertisement,Education,5158439,649,152 Callahan Stravenue Suite 070,New Christopherview,Missouri,29325,Andorra
Jennifer,Pierce,kleinnathaniel@example.com,987-827-6991x6213,Garner Group,Contacted,Advertisement,Finance,5878510,959,102 Thomas Locks,North Jason,Alaska,25566,Philippines
Shawn,Evans,evanskevin@example.com,927.384.4916x10159,Taylor Inc,Qualified,Advertisement,Healthcare,2621613,419,3682 James Hills,South Andreaburgh,Kentucky,96760,Lao People's Democratic Republic
Lance,Hunt,curtisallen@example.net,891.412.8214,"Arnold, Ferguson and Mcconnell",New,Web,Education,2901167,701,3332 Jeffrey Cliffs Suite 921,Torreshaven,Iowa,57744,Macao
Elaine,Mcintyre,cynthiabaker@example.com,-9112,Stone Inc,Contacted,Advertisement,Retail,6709966,911,2245 Smith Groves,Lake Michellefort,Nebraska,47789,United States Virgin Islands
Tommy,Chavez,bruce14@example.com,(784)205-4331,Schneider LLC,Contacted,Web,Retail,6602038,403,7742 Myers Meadow Apt. 621,Gutierrezmouth,Louisiana,91362,Palau
Marc,Johnston,gainesmadison@example.com,001-251-257-6372x376,Garcia Ltd,Contacted,Email Campaign,Technology,3498213,278,78270 Acosta Ridges Suite 901,Palmerfort,Kansas,60276,Malawi
Ryan,Carey,heathercaldwell@example.org,815.777.7493,Dyer Inc,Qualified,Advertisement,Finance,6281664,935,8054 Lamb Crescent Suite 256,West April,Illinois,40647,Suriname
Sean,Francis,edward72@example.org,520-422-2426x5391,Alexander-Hester,Contacted,Referral,Education,9086821,790,990 Johnson Flat,Deannaberg,Mississippi,29725,Saint Vincent and the Grenadines
Barbara,Herrera,mchang@example.org,+1-385-250-7352x4767,Hardy PLC,Converted,Email Campaign,Education,1642012,380,82610 Christina Square Suite 147,New Justinmouth,Delaware,72507,Greece
Jaclyn,Benson,william07@example.com,+1-956-668-9390x3589,"Johnson, Dean and Lawrence",Qualified,Referral,Technology,256937,89,2117 Mora Crossing Apt. 188,Danielbury,Alaska,80462,Jamaica
Linda,Austin,hallkevin@example.com,+1-813-303-5410x1601,"Quinn, Rhodes and Miles",New,Social Media,Healthcare,5463734,727,74256 White Spur,West Staceybury,Indiana,70933,Mali
